x_coord,y_coord,month,year,groundfrost_1,hurs_1,psl_1,sun_1,pv_1,sfcWind_1,tas_1,rainfall_1,snowLying_1
10,12,2,1,15.10220292,87.66568427,1026.81274,50.84572472,7.592077925,4.612829573,4.142522815,60.68567622,2.867450701
11,12,2,1,16.36296062,86.04056519,1026.387436,64.92457171,7.142168225,5.270670202,3.562736761,40.66355784,2.832813114
8,13,2,1,12.07350565,86.86581185,1025.752865,40.32583137,8.28078793,6.55933487,5.365610147,102.45391,1.936873514
9,13,2,1,14.08729525,87.33732856,1025.892702,44.73041989,7.671463196,5.653248645,3.873384944,74.09397854,3.916347747
10,13,2,1,15.30111902,86.7970468,1025.839472,58.43907738,7.234632803,5.866866691,3.346538994,48.68716756,4.766527291
11,13,2,1,14.76721264,84.89184969,1025.480667,71.11532961,7.316290413,5.176390076,4.260682929,20.49464969,2.09895929
8,14,2,1,10.21030992,85.84104303,1024.999624,40.03356928,8.04957334,6.618991149,4.820832094,220.9635336,2.949760762
9,14,2,1,12.63869261,84.80808647,1024.930531,50.2414,7.654470705,5.586057738,4.594677497,65.79395118,1.812713534
10,14,2,1,13.71420286,82.84916386,1024.57818,63.90145634,7.54949915,6.000034703,4.922863843,24.19426747,0.830206561
7,15,2,1,8.292674429,87.66096755,1024.19721,35.6713599,8.384535173,6.9458768,5.41578671,235.9309951,2.651683261
8,15,2,1,11.24043392,84.7667592,1024.663716,35.11434596,7.486436734,6.098958867,4.02145663,272.9868289,4.955062088
9,15,2,1,15.10145687,82.29084491,1024.321548,42.4576045,6.951669619,6.897483087,2.882596211,76.70240174,6.166631669
10,15,2,1,15.46583733,80.56702994,1023.646552,65.84290284,6.998222083,6.537377347,3.880963523,27.21678966,5.520829157
8,16,2,1,12.08531102,84.58060945,1023.784337,38.11436684,7.392482658,6.326065827,3.855545965,241.5461427,5.428650232
9,16,2,1,16.17421227,81.01640098,1023.19871,53.8286809,6.688598262,6.558296099,2.699225736,67.93075737,7.692266601
10,16,2,1,17.02350485,78.67718983,1022.588912,62.51397103,6.528729092,7.330832651,2.918620073,30.97900451,6.230759227
11,16,2,1,16.2833821,77.67219559,1022.386214,70.94347626,6.93267244,5.370662988,4.848054683,29.9343933,2.932997842
8,17,2,1,11.68656947,84.18147986,1022.436922,36.11589077,7.396779283,7.206471935,3.951213833,199.9136398,4.749740513
9,17,2,1,15.55874581,80.58528908,1022.032703,65.46063645,7.195313483,6.268626753,4.43769418,53.85136436,3.093906933
10,17,2,1,15.50612464,79.23637511,1021.961041,77.30140823,7.063609024,5.356961093,4.919797644,31.48588298,2.100473128
8,18,2,1,10.5269692,83.83314306,1020.985655,40.71774791,7.580834503,7.53189648,4.677169171,179.56061,2.850303827
9,18,2,1,12.44420658,82.8414874,1020.916808,54.15185407,7.313206832,6.791364534,4.158564646,82.60109191,3.650629584
12,22,2,1,6.2242187,85.18989561,1017.097385,43.28213074,7.677990382,9.550396769,5.367119276,94.82567804,0.568108209
8,4,3,1,6.878514116,82.69586138,1027.84999,184.2855724,9.212420622,4.54821741,8.812040397,30.26591662,0.025141947
9,4,3,1,11.42492767,82.37861266,1028.02612,165.4532359,8.961233969,3.938508247,8.27686262,31.22360625,0.13685672
10,4,3,1,13.79351373,82.85678752,1028.102224,176.5229347,8.996371494,3.178990456,8.474679865,23.97743043,0.135465978
11,4,3,1,18.77493001,80.82801435,1028.015322,176.353403,8.618566042,3.329843903,8.532760517,29.72935102,0.04454448
12,4,3,1,12.97831246,79.50950987,1027.836727,176.7640096,8.631010118,3.810978156,8.961988591,24.32262586,0.02740369
13,4,3,1,13.48984351,81.62678441,1027.776619,178.7029629,8.691078861,3.575348739,8.482166879,27.00762106,0.039858712
14,4,3,1,8.379678205,81.31304558,1027.675013,182.0627307,8.803001129,2.986201627,8.630332759,30.44753348,0.032731599
9,5,3,1,9.963026283,83.52000511,1027.914002,165.32901,9.105667104,4.241743126,8.230163782,30.37968552,0.143102813
10,5,3,1,12.10021388,81.80613761,1027.988382,184.5138204,8.856622362,3.258919408,8.743463671,24.47997423,0.03316244
11,5,3,1,16.7009813,79.89260782,1028.032024,180.7915593,8.437609792,3.315668281,8.231233508,26.685243,0.072316581
12,5,3,1,18.29528906,78.4682989,1027.928925,175.7373636,8.139075362,3.269678726,8.256425392,26.76169727,0.028954853
13,5,3,1,18.74916324,79.08908961,1027.787581,182.0054381,8.294656856,2.810809184,8.582228207,21.62196019,0.024377609
14,5,3,1,16.17987374,82.21089045,1027.587743,165.0683874,8.493318028,3.180646258,8.230540864,25.24724004,0.038700429
8,6,3,1,10.52570115,82.42488677,1027.785888,149.5102454,8.874318671,4.441681114,8.352244041,31.83212066,0.04506667
9,6,3,1,11.13221329,82.6254398,1028.123895,151.8532786,8.578348199,3.698931553,8.001268019,34.43987422,0.092419843
10,6,3,1,16.59790349,82.83775727,1028.105929,168.5589617,8.68933626,3.195142759,7.942839199,25.04026261,0.074458853
11,6,3,1,16.3770823,81.77274602,1027.966134,178.4113264,8.653437548,3.338824333,8.21595397,23.64693618,0.098790517
12,6,3,1,19.52680297,79.77346886,1027.784456,164.9628997,8.232771405,3.075069815,7.949271502,22.52403196,0.042877226
13,6,3,1,18.6905379,78.53795317,1027.674008,172.2543017,8.119866343,2.958340758,8.219009772,22.88929261,0.033306758
14,6,3,1,17.26856797,82.89579892,1027.377769,158.1823425,8.540893225,3.227734934,7.947823432,22.45177969,0.014795723
15,6,3,1,12.40218964,83.87606086,1027.411583,161.9602341,8.640190213,3.309571448,7.549814608,36.91487199,0.030213696
9,7,3,1,11.63297356,84.13303549,1027.825079,144.9864089,8.834074941,3.997146411,7.228942485,32.6133983,0.220020966
10,7,3,1,15.83111299,83.06030963,1027.919148,152.2851041,8.507932412,3.105731167,7.534079383,17.1119123,0.07750449
11,7,3,1,17.15938556,81.92150598,1027.925068,172.7692711,8.628140634,2.916147993,8.270836883,16.52343442,0.007041787
12,7,3,1,17.13887848,82.25089503,1027.650448,176.361114,8.508246759,2.948423393,7.771139801,21.68027885,0.039168652
13,7,3,1,14.87065555,81.48272048,1027.533933,170.074832,8.410979776,3.201077126,8.002368986,22.11703349,0.012092703
14,7,3,1,17.33512733,81.71789415,1027.356218,150.8499676,8.390364025,3.255150241,7.713626564,30.17780857,0.039388628
15,7,3,1,14.28283371,83.69349751,1027.278463,155.0486298,8.419229454,3.456328899,7.500288074,52.01793314,0.029597104
9,8,3,1,9.603624458,82.45273282,1027.681105,147.9092032,8.460981398,4.730805606,7.39916088,46.70377047,0.530347981
10,8,3,1,13.36722357,81.95396396,1027.55992,154.8439827,8.535726249,3.637174677,8.074901266,18.88728946,0.151787252
11,8,3,1,13.48750449,82.69888088,1027.575499,163.1298116,8.614252656,3.120883152,8.119182066,20.91980048,0.00657103
12,8,3,1,13.37654826,81.22609349,1027.501638,181.5628846,8.402868702,3.107574972,8.0807259,25.90512017,0.013090695
13,8,3,1,12.68072619,81.50000562,1027.327112,176.3772565,8.21829534,3.77684125,7.921646983,27.35747391,0.009525125
14,8,3,1,16.31335005,84.10769976,1027.213429,143.5980615,8.453698904,3.968961004,7.671776705,38.78726497,0.032694821
15,8,3,1,17.34031363,85.94854704,1027.105951,140.2417718,8.590123922,3.691532543,7.499192036,55.19823898,0.01707514
10,9,3,1,9.773586597,80.96174279,1027.333059,161.3608676,8.864791302,3.926147824,8.867062764,20.63795602,0.113476105
11,9,3,1,10.37514801,81.34061146,1027.261446,152.2341187,8.588351561,3.613186699,8.006741728,26.67271962,0.062443311
12,9,3,1,12.93453339,80.64048123,1027.1298,178.6262049,8.313795655,3.651307562,8.301157863,30.02195603,0.008392234
13,9,3,1,14.12548545,82.38912459,1026.949444,178.195714,8.372731175,3.730922732,8.069495278,32.89039823,0.014747003
6,10,3,1,10.64942034,83.67325526,1025.836251,120.944978,9.049400073,4.527234102,8.229290536,18.17652038,0.02846004
10,10,3,1,9.001586898,82.76302949,1026.958488,141.715371,8.691723885,4.012798393,8.50743433,24.51858084,0.018823578
11,10,3,1,9.673876151,81.94738554,1026.89026,142.3474941,8.289341812,3.934714745,7.300839167,26.57425913,0.051944987
12,10,3,1,16.16576742,79.73142982,1026.808553,178.0732959,8.158229968,3.486616328,8.228505734,18.08154243,0.078631611
13,10,3,1,15.32860009,81.90725814,1026.560344,189.4629968,8.321753262,3.396595117,8.025970521,23.58849422,0.077371658
5,11,3,1,12.54078681,84.40860181,1025.675337,113.7488953,9.24490248,4.213838075,7.961347058,25.84228227,0.062181962
6,11,3,1,11.51639217,83.37556496,1025.785383,119.9073282,9.066358415,3.897287774,8.275725117,21.76486247,0.045046099
7,11,3,1,11.1782101,82.48408486,1026.012559,123.4507448,8.861122152,4.471196335,8.461247324,19.93702589,0.047946339
10,11,3,1,13.36161033,82.73154245,1026.690518,140.7439635,8.471565765,4.223817514,7.352007505,50.00797027,0.158576981
11,11,3,1,13.85567678,82.0388202,1026.520372,163.1723153,8.198581877,4.750314732,6.555673181,24.76640981,0.14319992
12,11,3,1,15.74872194,79.72164333,1026.46256,182.9480812,8.077905806,3.827639864,8.005766891,15.62082056,0.502675245
5,12,3,1,11.34313467,86.54948305,1025.339989,109.4636419,9.547106238,4.23456439,7.993914956,30.76168125,0.113000981
6,12,3,1,10.97549255,81.18372249,1025.460918,114.8676654,8.71785237,4.174027531,8.045688746,28.08177153,0.12382871
7,12,3,1,9.85887265,81.48541008,1025.597947,118.3333971,8.563634102,4.183642392,7.914807842,32.84652791,0.156193223
8,12,3,1,13.43044319,86.65574413,1025.934046,129.0674551,9.297176994,4.878120558,7.737731772,57.35234486,0.090042381
9,12,3,1,15.34263046,84.90501686,1025.878623,128.0739588,8.820419462,4.292732563,7.426076282,55.442675,0.207593483
10,12,3,1,14.21414433,83.090052,1026.210762,138.3665758,8.636581451,3.985599238,7.779146537,31.85219533,0.106143965
11,12,3,1,13.92834951,81.59780005,1025.916443,159.3036103,8.190104952,4.33654317,7.189560845,15.67117531,0.115279015
8,13,3,1,9.386129233,81.59373481,1025.31531,130.0856525,8.864825057,5.582110557,7.962450114,52.45879195,0.221319607
9,13,3,1,11.46949572,82.28190664,1025.506253,126.2209576,8.444281487,4.660647067,7.053397627,49.68313293,0.986774638
10,13,3,1,13.8179249,82.06220312,1025.600663,139.2981625,8.091374036,4.951945889,6.705148171,33.61486675,0.5936039
11,13,3,1,13.66698133,80.34314993,1025.360247,163.3531709,8.093452903,4.25032709,7.587428428,15.40660822,0.421310077
8,14,3,1,8.443874639,80.5440487,1024.824024,118.2876511,8.64657278,5.70558219,7.22234107,113.7440696,0.343294122
9,14,3,1,9.626070427,79.88743534,1024.885898,133.479299,8.403097946,4.948283191,7.686090124,52.68906674,0.245780968
10,14,3,1,13.00143968,78.27998682,1024.714474,144.6807642,8.265620565,5.286206789,8.10797287,16.63871067,0.270658258
7,15,3,1,8.595816589,81.38456189,1024.157676,105.2104673,8.599846478,5.817431791,7.665411761,100.5733795,0.224462183
8,15,3,1,10.25852764,78.96808894,1024.776019,99.0158478,7.868071565,4.902015317,6.426150664,146.1700573,0.439474353
9,15,3,1,11.8521771,77.25440857,1024.564849,123.8867632,7.609989135,5.800437697,5.749834873,57.24729763,0.49576234
